Gender,Married,Dependents,Education,Employment_Status,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term_Months,Credit_History,Property_Area,Age,Loan_Status,CIBIL_Score,Annual_Household_Income,Debt_to_Income_Ratio,Purpose_of_Loan,Existing_EMIs,Number_of_Previous_Loans,Default_History_Count,Employment_Length_Years,Asset_Value,Guarantor,Co-signer_Relationship,Monthly_Expense,Organization_Type,Region_Branch,Mobile_Verified,Email_Verified,Loan_to_Annual_Income,Customer_Sentiment,State,Occupation
Female,No,1,Graduate,Salaried,84244,0,352679,24,1,Semiurban,20,Approved,753,1010928,0.0,Education,0,1,0,0,2299478,No,Parent,31823,Startup,MUM-002,Yes,Yes,0.349,Positive,Telangana,Bank Officer
Male,Yes,2,Graduate,Salaried,47412,0,44516,24,1,Semiurban,32,Approved,648,568944,0.231,Personal,10936,4,0,12,1065775,No,Friend,15895,Private,BLR-003,No,Yes,0.078,Negative,Kerala,Customer Support Executive
Female,Yes,0,Not Graduate,Salaried,75261,0,5747469,180,0,Rural,36,Approved,577,903132,0.325,Home,24443,0,0,0,2368214,No,Parent,35665,Startup,CHN-007,Yes,Yes,6.364,Neutral,Telangana,Teacher
Male,Yes,2,Graduate,Unemployed,12793,0,5540788,240,0,Semiurban,46,Rejected,586,153516,0.0,Home,0,1,1,0,326209,No,Parent,7495,MNC,BLR-003,Yes,Yes,36.093,Positive,West Bengal,Farmer
Male,No,0,Graduate,Salaried,5000,0,7883280,240,1,Semiurban,31,Approved,676,60000,0.0,Home,0,0,0,2,0,No,Friend,2000,MNC,DEL-001,Yes,Yes,131.388,Neutral,Delhi,Teacher
Male,Yes,0,Graduate,Self-Employed,59589,69774,8972247,240,1,Urban,34,Approved,686,1552356,0.0,Home,0,1,0,1,4995058,Yes,Spouse,57910,Public,HYD-005,Yes,Yes,5.78,Neutral,Gujarat,Teacher
Female,Yes,3,Graduate,Salaried,55914,0,1084953,240,0,Semiurban,29,Rejected,537,670968,0.72,Business,40251,2,3,0,1836179,No,Unknown,24101,Public,PUNE-006,Yes,Yes,1.617,Neutral,Delhi,Medical Representative
Male,No,1,Not Graduate,Salaried,20226,0,563268,24,1,Semiurban,20,Approved,609,242712,0.0,Medical,0,0,0,3,1014319,No,Spouse,5950,Government,KOL-004,Yes,Yes,2.321,Negative,Maharashtra,Bank Officer
Male,No,3,Not Graduate,Salaried,22520,29702,235608,48,0,Rural,19,Approved,484,626664,0.0,Renovation,0,1,0,1,3151511,No,Unknown,23113,Public,MUM-002,Yes,Yes,0.376,Positive,Uttar Pradesh,Government Officer
Male,Yes,2,Graduate,Self-Employed,59945,0,823945,240,1,Semiurban,40,Rejected,642,719340,0.319,Business,19098,0,0,4,1984843,No,Unknown,21481,MNC,PUNE-006,Yes,Yes,1.145,Negative,Kerala,Delivery Partner
Male,Yes,0,Graduate,Salaried,20956,23075,217852,36,1,Semiurban,40,Approved,758,528372,0.42,Renovation,18476,2,0,9,1358618,No,Parent,26341,Public,DEL-001,No,No,0.412,Neutral,Tamil Nadu,Software Engineer
Male,Yes,3,Graduate,Salaried,115061,74093,9259757,180,1,Rural,56,Approved,617,2269848,0.0,Home,0,2,0,7,6964030,No,Sibling,90772,Startup,BLR-003,Yes,Yes,4.079,Positive,Kerala,Civil Engineer
Male,No,0,Graduate,Salaried,59208,0,1506393,48,1,Urban,42,Approved,653,710496,0.4,Auto,23693,0,0,3,2438339,No,Unknown,32869,Startup,KOL-004,No,No,2.12,Negative,Punjab,Bank Officer
Male,Yes,2,Not Graduate,Salaried,5000,0,261997,24,1,Urban,37,Rejected,708,60000,0.968,Education,4839,0,0,3,230711,No,Unknown,2000,MNC,PUNE-006,No,Yes,4.367,Positive,West Bengal,Driver
Male,Yes,0,Graduate,Salaried,5000,1537,442684,300,1,Urban,29,Rejected,752,78444,5.296,Home,34621,1,0,4,1102058,No,Parent,2000,Public,BLR-003,Yes,Yes,5.643,Neutral,West Bengal,Factory Worker
Female,No,0,Not Graduate,Salaried,19185,0,2416240,120,1,Rural,28,Rejected,711,230220,1.663,Business,31898,1,0,5,1545785,No,Friend,10488,Public,BLR-003,Yes,Yes,10.495,Negative,Delhi,Teacher
Female,Yes,1,Graduate,Salaried,45095,0,350079,12,1,Rural,28,Approved,766,541140,0.614,Personal,27686,0,0,0,1618612,Yes,Unknown,23820,Startup,BLR-003,Yes,Yes,0.647,Negative,Karnataka,Civil Engineer
Male,Yes,0,Graduate,Unemployed,8925,0,1721353,300,0,Urban,33,Rejected,529,107100,0.479,Home,4276,0,0,1,497882,Yes,Unknown,6173,Public,KOL-004,Yes,Yes,16.072,Positive,Tamil Nadu,Small Business Owner
Male,No,1,Graduate,Salaried,61095,0,2752679,300,0,Urban,28,Rejected,669,733140,0.0,Home,0,2,1,5,2323242,No,Parent,23654,Private,CHN-007,Yes,No,3.755,Positive,Tamil Nadu,Government Officer
Male,Yes,0,Graduate,Salaried,33599,0,2611631,360,1,Semiurban,21,Approved,735,403188,0.662,Business,22250,0,0,4,1871027,No,Parent,12361,Government,MUM-002,Yes,No,6.477,Positive,Uttar Pradesh,Chartered Accountant
Female,No,2,Graduate,Salaried,49117,64281,149066,48,1,Urban,25,Approved,682,1360776,0.077,Auto,8703,0,0,2,3745036,No,Spouse,63850,Private,PUNE-006,No,Yes,0.11,Negative,Punjab,Driver
Female,Yes,2,Graduate,Salaried,41843,0,406590,60,1,Urban,26,Approved,689,502116,1.019,Renovation,42630,0,0,7,2043987,No,Parent,19342,Private,CHN-007,Yes,Yes,0.81,Neutral,Maharashtra,IT Consultant
Female,No,0,Not Graduate,Self-Employed,23964,0,2712476,180,1,Rural,28,Approved,656,287568,0.299,Business,7159,0,0,3,835761,No,Unknown,7069,Startup,BLR-003,Yes,Yes,9.432,Negative,West Bengal,Marketing Executive
Female,Yes,0,Graduate,Salaried,63440,0,6880832,300,1,Semiurban,29,Approved,605,761280,0.472,Home,29948,1,0,3,2286817,No,Spouse,24431,Public,DEL-001,Yes,Yes,9.039,Negative,Tamil Nadu,Small Business Owner
Male,Yes,2,Graduate,Salaried,20617,0,165102,24,1,Semiurban,33,Approved,834,247404,0.492,Personal,10146,0,0,3,725769,Yes,Spouse,6997,Public,CHN-007,Yes,No,0.667,Neutral,Gujarat,Farmer
Male,Yes,1,Graduate,Salaried,32059,0,109233,24,0,Urban,42,Approved,571,384708,0.135,Personal,4324,0,0,3,834395,No,Spouse,19424,Private,PUNE-006,No,Yes,0.284,Positive,Delhi,Government Officer
Female,Yes,0,Not Graduate,Self-Employed,3112,2771,2962144,300,0,Rural,18,Rejected,456,70596,1.858,Home,10932,1,0,1,14025,No,Parent,5883,MNC,MUM-002,Yes,Yes,41.959,Neutral,Maharashtra,Nurse
Male,Yes,2,Graduate,Salaried,29171,0,2565963,180,0,Urban,26,Rejected,526,350052,0.656,Business,19148,0,0,0,1089098,Yes,Friend,20847,MNC,MUM-002,Yes,Yes,7.33,Neutral,Tamil Nadu,Factory Worker
Female,Yes,0,Graduate,Salaried,29695,17238,4236533,240,0,Urban,38,Rejected,525,563196,0.399,Home,18735,0,1,1,1505684,No,Spouse,24327,Public,CHN-007,Yes,Yes,7.522,Neutral,Uttar Pradesh,Software Engineer
Female,Yes,0,Graduate,Salaried,76177,0,390269,60,1,Rural,58,Approved,747,914124,0.0,Medical,0,1,0,1,1802881,Yes,Unknown,26449,MNC,KOL-004,Yes,No,0.427,Negative,Uttar Pradesh,Civil Engineer
Male,Yes,2,Graduate,Unemployed,3229,0,505726,36,1,Rural,32,Rejected,735,38748,6.312,Education,20380,1,0,0,0,Yes,Spouse,3229,Government,PUNE-006,Yes,Yes,13.052,Neutral,Karnataka,Marketing Executive
Male,Yes,0,Graduate,Salaried,5000,0,887178,48,1,Urban,30,Rejected,711,60000,1.493,Auto,7465,2,0,5,61870,No,Friend,5000,Startup,DEL-001,No,No,14.786,Negative,Tamil Nadu,Delivery Partner
Male,Yes,0,Graduate,Salaried,54162,2787,970000,300,1,Urban,39,Approved,663,683388,0.0,Home,0,1,0,1,1860816,No,Parent,19940,Private,PUNE-006,Yes,Yes,1.419,Negative,Tamil Nadu,Civil Engineer
Male,Yes,0,Graduate,Salaried,48627,0,4840054,240,1,Urban,33,Approved,677,583524,0.337,Home,16390,1,0,0,1011740,No,Sibling,22708,Startup,CHN-007,Yes,Yes,8.295,Negative,Maharashtra,Civil Engineer
Male,No,0,Not Graduate,Self-Employed,39608,0,520343,60,1,Urban,42,Approved,759,475296,0.898,Personal,35553,2,0,2,731468,No,Unknown,17145,Public,DEL-001,Yes,Yes,1.095,Negative,Punjab,Nurse
Male,No,1,Graduate,Salaried,43156,0,360334,12,1,Semiurban,35,Approved,615,517872,0.383,Personal,16538,0,0,1,1498120,Yes,Parent,16875,Government,DEL-001,Yes,Yes,0.696,Positive,Karnataka,IT Consultant
Male,No,3,Graduate,Self-Employed,64772,0,4772303,300,0,Rural,32,Rejected,527,777264,0.256,Home,16606,1,0,1,2166892,Yes,Unknown,42941,Private,PUNE-006,Yes,Yes,6.14,Negative,Karnataka,Nurse
Female,Yes,0,Not Graduate,Salaried,71369,0,192568,36,1,Urban,23,Approved,699,856428,0.408,Medical,29153,0,0,2,2576986,Yes,Company,28250,Startup,KOL-004,No,Yes,0.225,Positive,Tamil Nadu,Teacher
Male,Yes,0,Graduate,Salaried,62037,0,420976,60,1,Semiurban,28,Approved,726,744444,0.683,Auto,42377,1,0,1,1484402,No,Spouse,28673,Public,DEL-001,Yes,Yes,0.565,Positive,Punjab,IT Consultant
Female,No,0,Graduate,Self-Employed,3000,0,5727933,360,0,Rural,30,Rejected,672,36000,8.862,Home,26587,0,1,4,432546,No,Sibling,3000,Startup,DEL-001,Yes,Yes,159.109,Positive,Kerala,IT Consultant
Male,Yes,0,Graduate,Salaried,40076,0,2656618,120,0,Semiurban,43,Rejected,521,480912,1.06,Business,42495,0,0,0,1398068,Yes,Parent,18333,Public,HYD-005,Yes,No,5.524,Positive,Uttar Pradesh,Software Engineer
Male,Yes,0,Graduate,Unemployed,16046,10831,1501825,300,0,Urban,49,Rejected,584,322524,2.346,Home,63063,3,0,0,1031356,Yes,Parent,17726,Private,CHN-007,Yes,Yes,4.656,Negative,Tamil Nadu,Farmer
Female,No,0,Graduate,Retired,44427,33852,7045979,300,1,Urban,19,Approved,600,939348,0.458,Home,35834,1,0,6,2163050,No,Sibling,25698,Startup,MUM-002,Yes,Yes,7.501,Neutral,Punjab,IT Consultant
Male,No,2,Graduate,Salaried,60349,0,293884,12,1,Rural,28,Approved,672,724188,0.0,Personal,0,2,0,6,1676519,No,Unknown,22976,Public,PUNE-006,Yes,Yes,0.406,Negative,Uttar Pradesh,Chartered Accountant
Male,No,2,Graduate,Salaried,69204,85053,440740,48,0,Rural,24,Rejected,627,1851084,0.0,Personal,0,1,1,1,6404448,No,Parent,63931,Government,DEL-001,Yes,No,0.238,Negative,Uttar Pradesh,Bank Officer
Female,No,0,Graduate,Unemployed,10478,7665,10904733,240,1,Urban,27,Rejected,656,217716,2.126,Home,38567,2,0,0,455614,Yes,Parent,7783,Private,PUNE-006,Yes,Yes,50.087,Neutral,Delhi,Software Engineer
Female,Yes,1,Graduate,Self-Employed,43304,29420,1960869,120,1,Urban,42,Approved,730,872688,0.234,Business,17040,1,0,2,2965980,No,Unknown,28928,Government,MUM-002,Yes,Yes,2.247,Negative,Kerala,Marketing Executive
Male,Yes,1,Not Graduate,Self-Employed,10849,0,4211716,240,1,Semiurban,31,Rejected,760,130188,3.576,Home,38798,0,0,9,941711,No,Friend,2062,Private,PUNE-006,Yes,Yes,32.351,Negative,West Bengal,IT Consultant
Male,No,1,Graduate,Salaried,30578,15310,346091,12,1,Rural,23,Approved,612,550656,0.62,Medical,28459,1,0,3,932115,No,Parent,14542,Private,CHN-007,Yes,Yes,0.629,Positive,Uttar Pradesh,Shopkeeper
Female,Yes,1,Not Graduate,Self-Employed,65575,0,246943,120,0,Urban,39,Approved,598,786900,0.066,Business,4309,2,0,6,2945142,No,Spouse,34439,Government,PUNE-006,Yes,Yes,0.314,Neutral,Tamil Nadu,Driver
Male,Yes,2,Graduate,Salaried,62308,44691,570690,24,1,Urban,28,Approved,671,1283988,0.271,Medical,29011,0,0,0,4648725,No,Spouse,51352,Public,HYD-005,Yes,Yes,0.444,Negative,Punjab,Software Engineer
Male,Yes,0,Not Graduate,Salaried,25514,7343,1617517,360,1,Urban,30,Approved,713,394284,0.241,Business,7915,0,0,3,48989,No,Spouse,24520,Public,DEL-001,Yes,No,4.102,Positive,West Bengal,Delivery Partner
Male,Yes,0,Graduate,Salaried,81025,114582,572652,36,1,Rural,30,Approved,778,2347284,0.027,Personal,5228,0,0,1,7742001,No,Spouse,80774,MNC,DEL-001,Yes,Yes,0.244,Neutral,Maharashtra,Factory Worker
Female,Yes,0,Graduate,Self-Employed,38642,0,247667,48,0,Rural,29,Approved,579,463704,0.367,Medical,14179,0,0,0,665502,No,Spouse,15386,Public,DEL-001,Yes,Yes,0.534,Neutral,Uttar Pradesh,Factory Worker
Male,Yes,0,Graduate,Salaried,68975,0,387813,360,1,Rural,42,Approved,609,827700,0.121,Business,8319,0,0,4,2434773,No,Spouse,39102,Public,HYD-005,Yes,Yes,0.469,Negative,Tamil Nadu,Bank Officer
Male,Yes,1,Graduate,Salaried,19809,0,7258326,240,1,Urban,49,Approved,727,237708,0.581,Home,11508,0,0,1,886576,No,Unknown,11088,MNC,PUNE-006,Yes,Yes,30.535,Positive,Telangana,Farmer
Female,Yes,3,Graduate,Salaried,74344,0,7588819,120,1,Urban,37,Approved,662,892128,0.072,Home,5330,1,0,0,1508418,Yes,Parent,35599,Public,CHN-007,No,Yes,8.506,Negative,Telangana,Software Engineer
Male,No,0,Graduate,Salaried,50670,56850,649884,24,1,Rural,24,Approved,602,1290240,0.0,Education,0,1,0,6,4190650,No,Parent,51057,Public,KOL-004,Yes,Yes,0.504,Positive,Uttar Pradesh,Chartered Accountant
Male,No,0,Graduate,Self-Employed,47514,0,1337874,60,0,Rural,18,Rejected,511,570168,0.59,Auto,28026,1,3,1,1682953,No,Unknown,30319,Public,BLR-003,No,Yes,2.346,Neutral,Gujarat,Civil Engineer
Male,Yes,3,Not Graduate,Unemployed,3566,1050,1598401,120,0,Rural,36,Rejected,576,55392,0.015,Business,67,0,3,1,412944,No,Friend,2000,Government,MUM-002,Yes,No,28.856,Negative,Tamil Nadu,Teacher
Male,Yes,1,Graduate,Salaried,19490,0,351517,48,1,Urban,33,Rejected,717,233880,1.516,Personal,29545,1,0,3,0,No,Unknown,2000,Private,CHN-007,Yes,No,1.503,Neutral,Karnataka,Small Business Owner
Male,No,0,Not Graduate,Unemployed,9930,0,4659254,300,1,Urban,43,Approved,653,119160,0.0,Home,0,2,0,5,350292,No,Spouse,7907,Government,PUNE-006,No,Yes,39.101,Positive,Maharashtra,Teacher
Male,Yes,0,Graduate,Salaried,30757,0,548011,48,0,Urban,22,Rejected,445,369084,0.0,Auto,0,1,2,1,887396,No,Unknown,14572,Public,HYD-005,No,Yes,1.485,Neutral,Delhi,Software Engineer
Male,Yes,0,Not Graduate,Unemployed,25533,0,4129756,360,1,Urban,18,Approved,701,306396,0.0,Home,0,0,0,2,1065853,No,Spouse,16477,Public,CHN-007,Yes,Yes,13.478,Neutral,Maharashtra,Driver
Male,Yes,0,Graduate,Salaried,60933,29603,2119794,300,0,Semiurban,38,Approved,528,1086432,0.224,Home,20236,3,0,9,2852271,Yes,Sibling,41234,Startup,PUNE-006,Yes,Yes,1.951,Positive,Kerala,Nurse
Female,No,2,Graduate,Self-Employed,3000,0,3743959,300,0,Semiurban,28,Rejected,534,36000,0.0,Home,0,1,0,0,0,No,Unknown,3000,Private,CHN-007,Yes,Yes,103.999,Negative,Kerala,Medical Representative
Male,No,3,Graduate,Self-Employed,43630,29027,596245,300,1,Semiurban,37,Approved,611,871884,0.465,Home,33784,1,0,3,2251325,No,Company,34770,Startup,KOL-004,Yes,Yes,0.684,Positive,Gujarat,Delivery Partner
Male,No,0,Graduate,Salaried,45453,0,6008888,300,0,Semiurban,27,Approved,565,545436,0.016,Home,710,3,0,0,2199872,No,Spouse,17396,Public,HYD-005,Yes,Yes,11.017,Negative,Maharashtra,Small Business Owner
Female,Yes,0,Graduate,Unemployed,9749,2495,172049,12,0,Semiurban,27,Rejected,534,146928,3.352,Medical,41039,0,0,6,17059,No,Company,12244,MNC,BLR-003,No,Yes,1.171,Neutral,Punjab,Driver
Male,Yes,2,Graduate,Salaried,41288,41188,50267,24,1,Semiurban,24,Approved,623,989712,0.372,Personal,30709,0,0,1,3711481,Yes,Spouse,36792,MNC,MUM-002,No,Yes,0.051,Negative,Uttar Pradesh,Bank Officer
Male,Yes,2,Graduate,Salaried,82795,0,847830,360,0,Urban,32,Approved,580,993540,0.0,Home,0,0,2,0,2890301,No,Company,41384,MNC,KOL-004,Yes,No,0.853,Positive,Karnataka,Farmer
Female,Yes,1,Not Graduate,Self-Employed,53395,0,318691,36,1,Urban,28,Approved,600,640740,0.428,Personal,22840,0,0,3,1513517,No,Spouse,24338,Private,KOL-004,Yes,Yes,0.497,Positive,Gujarat,Small Business Owner
Male,Yes,1,Graduate,Self-Employed,7171,0,9795942,240,1,Rural,39,Approved,670,86052,0.457,Home,3275,4,0,0,1167848,Yes,Unknown,3316,Startup,MUM-002,Yes,Yes,113.837,Neutral,Kerala,Farmer
Female,Yes,1,Not Graduate,Self-Employed,9252,0,3140496,120,0,Urban,39,Rejected,704,111024,2.707,Home,25046,3,1,1,0,No,Friend,4222,Startup,KOL-004,Yes,Yes,28.287,Neutral,Telangana,Marketing Executive
Male,Yes,3,Graduate,Self-Employed,38928,0,33933,48,1,Rural,24,Approved,653,467136,0.016,Personal,618,3,0,2,2423569,No,Unknown,12644,Private,MUM-002,Yes,Yes,0.073,Positive,Uttar Pradesh,Teacher
Male,Yes,1,Graduate,Retired,11129,0,220733,36,1,Rural,34,Approved,762,133548,0.475,Education,5288,2,0,2,250386,No,Sibling,2000,Private,BLR-003,Yes,No,1.653,Positive,Uttar Pradesh,Marketing Executive
Male,Yes,0,Graduate,Salaried,61964,0,2921221,300,1,Rural,18,Approved,631,743568,0.068,Home,4233,0,0,0,1359357,No,Spouse,28798,MNC,PUNE-006,Yes,Yes,3.929,Neutral,Maharashtra,Bank Officer
Male,Yes,2,Graduate,Salaried,17513,0,6353968,300,1,Urban,37,Approved,660,210156,0.0,Home,0,1,0,0,650145,No,Friend,2000,Private,DEL-001,Yes,Yes,30.235,Positive,Uttar Pradesh,Delivery Partner
Male,No,1,Graduate,Self-Employed,17098,7135,954449,60,1,Rural,30,Approved,608,290796,0.0,Auto,0,0,0,0,246371,No,Sibling,16170,Private,CHN-007,Yes,Yes,3.282,Neutral,Uttar Pradesh,Nurse
Female,No,0,Graduate,Salaried,65247,0,742204,48,1,Semiurban,40,Approved,708,782964,0.0,Auto,0,0,0,6,1895782,No,Parent,35893,Private,CHN-007,Yes,Yes,0.948,Neutral,Maharashtra,Shopkeeper
Female,Yes,3,Not Graduate,Salaried,49909,0,1000545,36,1,Urban,41,Approved,610,598908,0.598,Auto,29822,1,0,0,1201844,Yes,Spouse,20527,MNC,PUNE-006,Yes,Yes,1.671,Neutral,Telangana,Civil Engineer
Female,Yes,3,Not Graduate,Self-Employed,99430,54410,270590,24,0,Urban,47,Approved,599,1846080,0.132,Personal,20287,0,0,2,4797001,No,Spouse,68684,Startup,MUM-002,Yes,Yes,0.147,Negative,Kerala,Teacher
Male,Yes,0,Graduate,Self-Employed,60583,0,179965,12,1,Semiurban,39,Approved,747,726996,0.173,Renovation,10488,0,0,6,2402934,No,Sibling,33368,MNC,CHN-007,Yes,No,0.248,Negative,Maharashtra,Chartered Accountant
Female,Yes,1,Not Graduate,Salaried,31981,0,6141009,360,1,Urban,33,Rejected,705,383772,1.429,Home,45702,3,0,1,1279288,No,Parent,10590,Government,MUM-002,Yes,Yes,16.002,Neutral,Tamil Nadu,Driver
Male,No,1,Graduate,Salaried,27670,0,4662707,240,1,Urban,46,Rejected,620,332040,0.38,Home,10515,1,0,3,2528857,No,Parent,7831,Government,BLR-003,Yes,No,14.043,Positive,Maharashtra,Chartered Accountant
Female,Yes,1,Graduate,Self-Employed,42404,0,6987565,360,1,Urban,25,Rejected,640,508848,0.842,Home,35694,1,0,6,1772357,No,Company,20354,MNC,CHN-007,Yes,No,13.732,Negative,Maharashtra,Teacher
Male,Yes,0,Not Graduate,Salaried,51992,0,8043681,300,1,Rural,29,Approved,696,623904,0.629,Home,32686,1,0,3,1499310,No,Unknown,21978,Public,MUM-002,Yes,Yes,12.892,Negative,Delhi,Small Business Owner
Male,Yes,1,Not Graduate,Salaried,72699,0,1149509,240,0,Rural,29,Approved,598,872388,0.0,Business,0,3,0,3,2122789,No,Unknown,38266,Public,CHN-007,Yes,Yes,1.318,Negative,Karnataka,Marketing Executive
Male,No,2,Graduate,Salaried,9403,0,6933608,300,0,Semiurban,39,Rejected,700,112836,2.191,Home,20605,0,1,0,18313,Yes,Unknown,4339,MNC,BLR-003,Yes,Yes,61.449,Negative,West Bengal,Civil Engineer
Male,No,3,Graduate,Salaried,31774,12533,701014,240,0,Rural,37,Rejected,559,531684,0.0,Business,0,0,0,2,1911818,Yes,Unknown,19537,Private,HYD-005,Yes,No,1.318,Positive,Karnataka,Small Business Owner
Male,No,1,Graduate,Salaried,33233,0,133945,24,1,Semiurban,26,Approved,696,398796,1.76,Education,58478,0,0,2,545667,No,Spouse,15031,MNC,BLR-003,Yes,Yes,0.336,Negative,Telangana,Bank Officer
Male,No,2,Graduate,Retired,18099,16546,6750040,360,0,Rural,44,Approved,591,415740,0.244,Home,8457,0,0,1,1299757,No,Sibling,21936,Government,MUM-002,Yes,Yes,16.236,Positive,Uttar Pradesh,Shopkeeper
Male,No,0,Not Graduate,Salaried,107782,0,342613,36,1,Semiurban,34,Approved,739,1293384,0.084,Personal,9101,2,0,0,4517535,No,Spouse,50666,Public,CHN-007,Yes,Yes,0.265,Negative,Gujarat,Customer Support Executive
Male,No,2,Graduate,Salaried,80003,24369,530982,24,1,Semiurban,30,Approved,641,1252464,0.102,Education,10664,0,0,0,3804654,No,Parent,50708,MNC,DEL-001,Yes,No,0.424,Positive,Karnataka,Small Business Owner
Female,Yes,2,Graduate,Salaried,51570,0,1095468,240,1,Urban,29,Rejected,621,618840,0.667,Business,34401,1,0,1,1650468,No,Unknown,33758,MNC,MUM-002,No,Yes,1.77,Negative,Delhi,Nurse
Male,Yes,2,Graduate,Retired,3000,0,890459,240,1,Rural,41,Rejected,806,36000,4.991,Business,14973,1,0,0,0,No,Sibling,2000,Government,KOL-004,Yes,Yes,24.735,Positive,Kerala,Software Engineer
Female,Yes,0,Graduate,Salaried,83774,55253,454655,360,1,Semiurban,34,Approved,626,1668324,0.495,Home,68806,0,0,1,5298873,Yes,Friend,65915,Private,CHN-007,No,Yes,0.273,Positive,West Bengal,Marketing Executive
Female,No,1,Graduate,Self-Employed,33360,0,867548,120,0,Semiurban,34,Approved,627,400320,0.0,Business,0,1,3,1,1453491,Yes,Company,12398,Public,PUNE-006,Yes,Yes,2.167,Neutral,Telangana,Government Officer
Female,No,0,Graduate,Salaried,5723,0,796343,360,1,Semiurban,26,Rejected,800,68676,0.6,Business,3432,0,0,0,505817,No,Sibling,2000,Public,CHN-007,Yes,Yes,11.596,Neutral,West Bengal,Driver
Male,Yes,1,Graduate,Retired,26138,0,745409,36,1,Semiurban,31,Rejected,644,313656,1.363,Auto,35626,0,0,0,1467257,No,Spouse,13970,MNC,BLR-003,Yes,No,2.377,Neutral,Delhi,Nurse
Male,Yes,1,Not Graduate,Self-Employed,64480,68574,313800,24,1,Semiurban,18,Approved,705,1596648,0.0,Personal,0,0,0,10,5055090,No,Spouse,60313,Government,HYD-005,Yes,No,0.197,Positive,West Bengal,Medical Representative
Male,No,1,Graduate,Self-Employed,58443,62141,8421845,300,0,Rural,20,Rejected,584,1447008,0.172,Home,20769,0,0,9,4099625,Yes,Parent,48012,Startup,PUNE-006,Yes,Yes,5.82,Negative,Punjab,Electrician
Female,Yes,0,Not Graduate,Salaried,53961,0,2494590,360,1,Semiurban,48,Rejected,701,647532,0.813,Business,43897,1,0,0,2173210,Yes,Parent,21705,MNC,CHN-007,No,Yes,3.852,Negative,West Bengal,Customer Support Executive
Male,No,0,Graduate,Salaried,5000,0,9228303,300,1,Urban,44,Rejected,715,60000,3.077,Home,15384,0,0,2,0,No,Unknown,5000,MNC,CHN-007,Yes,Yes,153.805,Negative,Karnataka,Small Business Owner
Male,Yes,1,Graduate,Salaried,5631,0,152760,48,1,Rural,28,Rejected,710,67572,7.705,Medical,43385,0,0,1,0,Yes,Spouse,2000,MNC,DEL-001,Yes,Yes,2.261,Positive,West Bengal,Civil Engineer
Female,No,0,Graduate,Salaried,16623,7132,3014822,300,1,Semiurban,33,Rejected,612,285060,0.991,Home,23541,0,0,0,392837,No,Spouse,16821,Startup,KOL-004,Yes,Yes,10.576,Neutral,Delhi,Driver
Male,No,0,Graduate,Salaried,22266,0,10243165,300,0,Semiurban,22,Rejected,576,267192,0.0,Home,0,0,0,1,887965,No,Unknown,16564,Public,MUM-002,Yes,No,38.336,Neutral,Tamil Nadu,Marketing Executive
Male,Yes,0,Not Graduate,Salaried,39475,25106,636577,24,1,Rural,18,Approved,628,774972,0.0,Personal,0,2,0,0,2053001,Yes,Sibling,25227,MNC,CHN-007,Yes,Yes,0.821,Positive,Telangana,Teacher
Male,No,0,Not Graduate,Salaried,50729,0,11722952,180,0,Urban,27,Rejected,682,608748,0.0,Home,0,1,2,0,1672561,No,Sibling,19571,Government,KOL-004,Yes,No,19.257,Positive,Gujarat,Shopkeeper
Female,Yes,0,Not Graduate,Salaried,61018,0,1288244,60,1,Semiurban,39,Approved,687,732216,0.0,Business,0,0,0,3,2837074,No,Unknown,25026,Public,CHN-007,Yes,Yes,1.759,Negative,Maharashtra,Government Officer
Female,No,0,Graduate,Self-Employed,3000,0,9711138,120,1,Rural,49,Rejected,609,36000,0.0,Home,0,0,0,3,383053,No,Sibling,2000,Private,DEL-001,No,No,269.754,Positive,Delhi,Farmer
Female,No,0,Graduate,Self-Employed,48064,9021,170343,24,1,Rural,31,Approved,682,685020,0.326,Personal,18631,0,0,1,3056506,No,Parent,20742,Government,KOL-004,Yes,Yes,0.249,Positive,Punjab,Electrician
Female,No,1,Not Graduate,Self-Employed,40941,27221,301774,24,0,Semiurban,29,Rejected,577,817944,0.736,Personal,50145,0,0,3,2013528,No,Friend,34946,MNC,MUM-002,Yes,Yes,0.369,Negative,Karnataka,Teacher
Male,No,2,Not Graduate,Salaried,30644,0,6352787,360,1,Semiurban,35,Rejected,654,367728,0.689,Home,21117,1,0,3,911502,No,Unknown,13769,Government,MUM-002,Yes,Yes,17.276,Neutral,Delhi,Chartered Accountant
Male,Yes,1,Graduate,Self-Employed,38936,0,1695624,240,1,Semiurban,22,Approved,654,467232,0.251,Business,9766,1,0,5,748429,No,Spouse,13622,Public,KOL-004,Yes,No,3.629,Negative,Delhi,Small Business Owner
Other,Yes,0,Graduate,Self-Employed,61425,14769,290764,60,1,Urban,38,Approved,765,914328,0.06,Medical,4537,2,0,2,4224090,No,Unknown,38555,Startup,HYD-005,Yes,Yes,0.318,Negative,Punjab,Medical Representative
Female,Yes,0,Graduate,Unemployed,8740,11944,5582518,300,0,Rural,24,Rejected,565,248208,0.955,Home,19750,3,0,0,772607,No,Parent,10648,MNC,DEL-001,Yes,Yes,22.491,Negative,Uttar Pradesh,Government Officer
